ID	title	language	region	release_date	serial
EA-122	NBA Live 06	English	NTSC-U	2005-09-26	EA-122
EA-123	Need for Speed: Most Wanted: Black Edition	English	NTSC-U	2005-11-17	EA-123
EA-124	NHL 06	English	NTSC-U	2005-09-09	EA-124
EA-125	Der Pate	German	PAL	2006-03-24	EA-125
EA-126	Tiger Woods PGA Tour 06	English	NTSC-U	2005	EA-126
EA-127	Battlefield 2: Modern Combat	N/A	NTSC-U	2005	EA-127
EA-128	NCAA Football 06	English	NTSC-U	2005-07-11	EA-128
EA-129	Burnout Revenge	English	NTSC-U	2005-09-13	EA-129
EA-130	SSX on Tour	English	NTSC-U	2005-10	EA-130
EA-131	Black	English	NTSC-U	2002-03-24	EA-131
EA-133	FIFA Street 2	English / Spanish	NTSC-U	2006-02-28	EA-133
EA-134	Fight Night Round 3	English / French	NTSC-U	2006-02-20	EA-134
EA-135	Rugby 06	English	NTSC-U	2006-02-10	EA-135
EA-136	Need for Speed: Most Wanted	English	NTSC-U	2005-11-15	EA-136
EA-137	Marvel Nemesis: Rise of the Imperfects	N/A	NTSC-U	2005-09-20	EA-137
EA-139	NASCAR 06: Total Team Control	N/A	NTSC-U	2005-08-30	EA-139
EA-141	MVP 06 NCAA Baseball	English	NTSC-U	2006-01-18	EA-141
EA-142	NFL Head Coach	English	NTSC-U	2006-06-20	EA-142
EA-143	FIFA 06	N/A	PAL	2006-01-18	EA-143
EA-144	NCAA March Madness 06	English	NTSC-U	2005-10-11	EA-144
EA-145	Half-Life 2	English / French / German / Italian / Spanish	NTSC-U	2005-11-15	EA-145
EA-147	NASCAR 06: Total Team Control	English	PAL	2005-08-30	EA-147
EA-148	Arena Football	English	NTSC-U	2006-02-07	EA-148
EA-149	Marvel Nemesis: Rise of the Imperfects	English / French / German / Italian	PAL	2005-09-20	EA-149
EA-156	FIFA World Cup Germany 2006	Italian / Spanish	NTSC-U	2006-04-24	EA-156
EA-158	Need for Speed: Carbon	German	NTSC-U	2006-10-30	EA-158
EA-159	Madden NFL 07	N/A	NTSC-U	2006-08-22	EA-159
EA-160	Superman Returns	English	NTSC-U	2006-11-22	EA-160
EA-161	NBA Live 07	English	NTSC-U	2006-10-06	EA-161
EA-162	NCAA Football 07	N/A	NTSC-U	2006-07-17	EA-162
EA-163	NASCAR 07	N/A	NTSC-U	2006-09-06	EA-163
EA-164	Tiger Woods PGA Tour 07	English	NTSC-U	2006-09-22	EA-164
EA-165	NHL 07	English	NTSC-U	2006-09-12	EA-165
EA-166	FIFA Soccer 07	English / Spanish	NTSC-U	2006-09-28	EA-166
EA-168	Madden NFL 07	English	PAL	2006-08-22	EA-168
EA-171	NCAA Football 08	N/A	NTSC-U	2007-07-17	EA-171
EA-172	Madden NFL 08	English	NTSC-U	2007-08-14	EA-172
EA-571	Madden NFL 09	N/A	NTSC-U	2008-08-12	EA-571
EA-905	Batman Begins	English	NTSC-U	2005-06-14	EA-905
EA-906	Marvel Nemesis: Rise of the Imperfects	N/A	NTSC-U	2005-09-20	EA-906
EA-907	The Sims 2	Dutch / English / French / German / Italian / Spanish / Swedish	NTSC-U	2005-10-24	EA-907
EC-001	Circus Maximus: Chariot Wars	N/A	NTSC-U	2002-02-25	EC-001
EC-002	Grooverider: Slot Car Thunder	English	NTSC-U	2003-09-25	EC-002
EC-004	Heroes of the Pacific	English / French / German / Italian / Spanish	NTSC-U	2005-09-23	EC-004
EF-001	Shinchou Mahjong	N/A	NTSC-J	2003-04-24	EF-001
EL-001	American McGee Presents Scrapland	English	NTSC-U	2005-03-07	EL-001
EM-001	Antz Extreme Racing	English / French / German / Italian / Spanish	PAL	2002-07-26	EM-001
EM-002	Big Mutha Truckers	English / French / German / Italian / Spanish	NTSC-U	2002-12-29	EM-002
EM-003	Total Immersion Racing	English / French / German / Italian / Spanish	PAL	2002	EM-003
EM-004	Ghost Master: The Gravenville Chronicles	English / French / German / Italian / Spanish	PAL	2004-08-27	EM-004
EM-005	Starsky & Hutch	English	NTSC-U	2003-06-13	EM-005
EM-007	Ford Racing 2	English / French / German / Italian / Spanish	NTSC-U	2003-11-03	EM-007
EM-008	Bad Boys II	German	PAL	2004-02-25	EM-008
EM-009	FlatOut	English	NTSC-U	2004-11-05	EM-009
EM-010	Mashed: Drive to Survive	English / French / German / Italian / Spanish	PAL	2004-06-18	EM-010
EM-013	Ford Racing 3	English / French / German / Italian / Spanish	NTSC-U	2004-03-22	EM-013
EM-022	Bad Boys: Miami Takedown	English	NTSC-U	2004-03	EM-022
EM-023	Big Mutha Truckers 2: Truck Me Harder	English / French / German / Italian / Spanish	PAL	2005-06-24	EM-023
EM-027	Mashed: Fully Loaded	English / French / German / Italian / Spanish	PAL	2005-03-24	EM-027
EM-028	Taito Legends	English	NTSC-U	2005-10-14	EM-028
EM-029	Ultimate Pro Pinball	English / French / German / Italian / Spanish	PAL	2005-07-22	EM-029
EM-030	Jacked	English / French / German / Italian / Spanish	PAL	2006-01-27	EM-030
EM-031	Ford Bold Moves Street Racing	English / French / German / Italian / Spanish	NTSC-U	2006-09-25	EM-031
EM-032	FlatOut 2	English / French / German / Italian / Spanish	NTSC-U	2006-06-30	EM-032
EM-034	Taito Legends 2	English / French / German / Italian / Spanish	PAL	2006-03-31	EM-034
ES-001	Mad Dash Racing	Japanese	NTSC-U	2001-11-15	ES-001
ES-002	Championship Manager: Season 01/02	English / French / German / Italian / Spanish	PAL	2002-04	ES-002
ES-004	Thief: Deadly Shadows	English	NTSC-U	2004-05-26	ES-004
ES-005	Deus Ex: Invisible War	English	NTSC-U	2003-12-02	ES-005
ES-006	Blood Omen 2	English	NTSC-U	2002-03-21	ES-006
ES-008	Commandos 2: Men of Courage	German	NTSC-U	2002-08-28	ES-008
ES-009	Hitman 2: Silent Assassin	Japanese	NTSC-J	2003-07-03	ES-009
ES-010	TimeSplitters 2	English	NTSC-U	2002-10-18	ES-010
ES-012	Championship Manager: Season 02/03	English / German / Italian	PAL	2002-12	ES-012
ES-013	Backyard Wrestling: Don't Try This at Home	English / French / German / Italian / Spanish	NTSC-U	2003-10-09	ES-013
ES-014	The Italian Job	English	NTSC-U	2003-06-24	ES-014
ES-015	Legacy of Kain: Defiance	English	NTSC-U	2003-11-18	ES-015
ES-017	Whiplash	English	NTSC-U	2003-11-18	ES-017
ES-018	Hitman: Contracts	English	NTSC-U	2004-04-20	ES-018
ES-019	ShellShock: Nam '67	English / French / Italian / Spanish	NTSC-U	2004-09-03	ES-019
ES-020	Crash 'n' Burn	English / French / German / Italian	NTSC-U	2004-11-16	ES-020
ES-022	Backyard Wrestling 2: There Goes the Neighborhood	English	NTSC-U	2004-11-16	ES-022
ES-024	25 to Life	N/A	NTSC-U	2006-01-17	ES-024
ES-025	Project: Snowblind	English / French / German / Italian / Spanish	NTSC-U	2005-02-23	ES-025
ES-026	Scudetto 5	Italian	PAL	2005-05-13	ES-026
ES-029	LEGO Star Wars: The Video Game	English	NTSC-U	2005-03-30	ES-029
FI-002	Futurama	English / French / German / Italian / Spanish	PAL	2003-08-01	FI-002
FL-002	Crusty Demons	N/A	NTSC-U	2006-06-27	FL-002
FS-001	Murakumo	Japanese	NTSC-J	2002-07-25	FS-001
FS-002	Otogi: Myth of Demons	English	NTSC-U	2002-12-12	FS-002
FS-003	Thousand Land	N/A	NTSC-J	2003-03-20	FS-003
FS-004	Otogi: Hyakki Toubatsu Emaki	Japanese	NTSC-J	2003-12-25	FS-004
FS-005	Tenchu 3: Kaiki no Shou	Japanese	NTSC-J	2003-04-24	FS-005
FS-006	Metal Wolf Chaos	N/A	NTSC-J	2004-12-22	FS-006
GE-001	Zan Kabuki	Japanese	NTSC-J	2002-02-28	GE-001
GE-002	Phantom Crash	Japanese	NTSC-J	2002	GE-002
GE-003	Phantom Crash	N/A	NTSC-J	2002	GE-003
GV-001	Pariah	English / French / German / Italian / Spanish	NTSC-U	2005-05-03	GV-001
GV-003	Combat: Task Force 121	N/A	NTSC-U	2005-03-20	GV-003
GV-004	Land of the Dead: Road to Fiddler's Green	N/A	NTSC-U	2005-10-18	GV-004
GV-009	World War II Combat: Road to Berlin	N/A	NTSC-U	2006-01-24	GV-009
GV-010	WarPath	N/A	NTSC-U	2006-07-18	GV-010
