title,release_date
ジーワンジョッキー4 2008,2008-09-18
ハイパーストリートファイターII アニバーサリーエディション ヴァンパイア ダークストーカーズコレクション バリューパック,2008-09-18
ハートの国のアリス,2008-09-18
薄桜鬼 〜新選組奇譚〜,2008-09-18
Sugar+Spice! 〜あのこのステキな何もかも〜,2008-09-25
キン肉マン マッスルグランプリ2 特盛,2008-09-25
スーパーロボット大戦Z,2008-09-25
トゥルーフォーチュン,2008-09-25
乃木坂春香の秘密 こすぷれ、はじめました♥,2008-09-25
大戦略 大東亜興亡史 〜トラ・トラ・トラ ワレ奇襲ニ成功セリ〜,2008-09-25
カヌチ 白き翼の章,2008-10-02
実況パワフルメジャーリーグ3,2008-10-02
真・三國無双5 Special,2008-10-02
ウィル・オ・ウィスプ 〜イースターの奇跡〜,2008-10-09
ギターヒーロー エアロスミス,2008-10-09
スター・ウォーズ フォース アンリーシュド,2008-10-09
大都技研公式パチスロシミュレーター 24 -TWENTY FOUR-,2008-10-09
神代學園幻光録 クル・ヌ・ギ・ア,2008-10-09
機動戦士ガンダム00 ガンダムマイスターズ,2008-10-16
白銀のソレイユ Contract to the Future 未来への契約,2008-10-16
NBA ライブ 09,2008-10-23
デビルサマナー 葛葉ライドウ 対 アバドン王,2008-10-23
バロック INTERNATIONAL,2008-10-23
サンダーフォースVI,2008-10-30
スカーレット 〜日常の境界線〜,2008-10-30
夢見白書 〜second dream〜,2008-10-30
ゼロの使い魔 迷子の終止符と幾千の交響曲,2008-11-06
レッスルエンジェルス サバイバー2,2008-11-06
メジャーリーグベースボール2K8,2008-11-13
マーセナリーズ2 ワールド イン フレームス,2008-11-20
家庭教師ヒットマンREBORN! 禁断の闇のデルタ,2008-11-20
恋する乙女と守護の楯 The Shield of AIGIS,2008-11-20
恋姫†夢想 〜ドキッ☆乙女だらけの三国志演義〜,2008-11-20
ナグザットソフト リーチマニア vol.1 CRギャラクシーエンジェル,2008-11-27
モノクローム・ファクター cross road,2008-11-27
純情ロマンチカ 〜恋のドキドキ大作戦〜,2008-11-27
紫の焔,2008-11-27
萌え萌え2次大戦(略)☆デラックス,2008-11-27
ドラゴンボールZ インフィニットワールド,2008-12-04
プロ野球スピリッツ5完全版,2008-12-04
リアルロデ,2008-12-04
ADK魂,2008-12-18
FIFA 09 ワールドクラス サッカー,2008-12-18
Fate/unlimited codes,2008-12-18
beatmania IIDX 15 DJ TROOPERS,2008-12-18
ガンダム無双2,2008-12-18
ニード・フォー・スピード アンダーカバー,2008-12-18
レゴ バットマン,2008-12-18
必勝パチンコ★パチスロ攻略シリーズ Vol.13 新世紀エヴァンゲリオン 〜約束の時〜,2008-12-18
雪ん娘大旋風 〜さゆきとこゆきのひえひえ大騒動〜,2008-12-18
ぱちんこ冬のソナタ2 パチってちょんまげ達人15,2008-12-25
神曲奏界ポリフォニカ THE BLACK,2009-01-15
Piaキャロットへようこそ!!G.P. 〜学園プリンセス〜,2009-01-22
DanceDanceRevolution X,2009-01-29
ソウルイーター バトルレゾナンス,2009-01-29
ワールドサッカー ウイニングイレブン 2009,2009-01-29
不確定世界の探偵紳士 〜悪行双麻の事件ファイル〜,2009-01-29
遙かなる時空の中で 夢浮橋 Special,2009-01-29
機動戦士ガンダム ギレンの野望 アクシズの脅威V,2009-02-12
セイクリッドブレイズ,2009-02-19
新宿の狼,2009-02-19
Clear 〜新しい風の吹く丘で〜,2009-02-26
キラ☆キラ 〜Rock'n'RollShow〜,2009-02-26
ザ・キング・オブ・ファイターズ 2002 アンリミテッドマッチ,2009-02-26
スーパーロボット大戦Z スペシャルディスク,2009-03-05
ギャラクシーエンジェルII 永劫回帰の刻,2009-03-12
アマガミ,2009-03-19
実況パワフルプロ野球2009,2009-03-19
007 / 慰めの報酬,2009-03-26
VitaminZ,2009-03-26
スロッターUPコア 巨人の星IV 青春群像編,2009-03-26
トリガーハート エグゼリカ エンハンスド,2009-03-26
戦国天下統一,2009-03-26
ウイニングポストワールド,2009-04-02
ヒャッコ よろずや事件簿!,2009-04-02
すっごい!アルカナハート2,2009-04-09
Tomb Raider: Underworld 〜トゥームレイダー: アンダーワールド〜,2009-04-23
カヌチ 黒き翼の章,2009-04-23
リトルアンカー,2009-04-23
D.C.I.F. 〜ダ・カーポ〜 イノセントフィナーレ,2009-04-29
NHL 2K9（英語版）,2009-04-29
ティル・ナ・ノーグ 〜悠久の仁〜,2009-04-29
実況パワフルメジャーリーグ2009,2009-04-29
伯爵と妖精 〜夢と絆に想いを馳せて〜,2009-04-30
アルコバレーノ!,2009-05-14
楽勝!パチスロ宣言6 リオ2 クルージング ヴァナディース,2009-05-14
SuperLite 2000 アドベンチャー アオイシロ,2009-05-28
スキップ・ビート!,2009-05-28
風色サーフ,2009-05-28
ヱヴァンゲリヲン:序,2009-06-04
Under The Moon〜クレセント〜,2009-06-25
ひめひび -New Princess Days!!- 続!二学期,2009-06-25
ワンド オブ フォーチュン,2009-06-25
NLB 2K9(英語版),2009-07-09
プロ野球スピリッツ6,2009-07-16
ロザリオとバンパイア 恋と夢の狂想曲,2009-07-23
Lucian Bee's RESURRECTION SUPERNOVA,2009-07-30
NUGA-CEL!,2009-07-30
つよきす2学期 −Swift Love−,2009-07-30
必勝パチンコ★パチスロ攻略シリーズ Vol.14 CR新世紀エヴァンゲリオン 〜最後のシ者〜,2009-07-30
Jリーグ ウイニングイレブン2009 クラブチャンピオンシップ,2009-08-06
SDガンダム ジージェネレーション ウォーズ,2009-08-06
仮面ライダー クライマックスヒーローズ,2009-08-06
L2 Love×Loop,2009-08-20
MELTY BLOOD Actress Again,2009-08-20
S.Y.K 〜新説西遊記〜,2009-08-20
メモリーズオフ6 Next Relation,2009-08-27
現代大戦略〜一触即発・軍事バランス崩壊〜,2009-08-27
薄桜鬼 随想録,2009-08-27
Sweet HoneyComing,2009-09-03
Canvas3 〜淡色のパステル〜,2009-09-17
ハチワンダイバー,2009-09-17
地獄少女 澪縁,2009-09-17
お掃除戦隊くりーんきーぱーH(はいぱー),2009-10-01
ヒイロノカケラ 新玉依姫伝承,2009-10-01
桃華月憚－光風の陵王－,2009-10-01
真・翡翠の雫 緋色の欠片2,2009-10-01
緋色の欠片 愛蔵版,2009-10-01
beatmania IIDX 16 EMPRESS + PREMIUM BEST,2009-10-15
スロッターUPマニア11 2027 VS 2027 II,2009-10-15
FIFA10 ワールドクラスサッカー,2009-10-22
セキレイ 〜未来からのおくりもの〜,2009-10-29
ナデプロ!! 〜キサマも声優やってみろ!〜,2009-10-29
プレイオンライン/ファイナルファンタジーXI ヴァナ・ディール コレクション2,2009-11-12
戦極姫 〜戦乱に舞う乙女達〜,2009-11-12
世界最強銀星囲碁講座,2009-11-19
ワールドサッカー ウイニングイレブン 2010,2009-12-10
デス・コネクション,2009-12-17
リトルバスターズ! Converted Edition,2009-12-24
プリンセスラバー!〜Eternal Love For My Lady〜,2010-01-28
萌え萌え2次大戦(略)2,2010-02-04
Last Escort -Club Katze-,2010-02-18
ワンド オブ フォーチュン 〜未来へのプロローグ〜,2010-02-25
金色のコルダ3,2010-02-25
S.Y.K 〜蓮咲伝〜,2010-03-11
サモンナイトグランテーゼ 滅びの剣と約束の騎士,2010-03-11
サイレントヒル SILENT HILL -SHATTERED MEMORIES-,2010-03-25
プロ野球スピリッツ2010,2010-04-01
Winning Post World 2010,2010-04-02
クローバーの国のアリス,2010-04-15
パチスロひぐらしのなく頃に祭,2010-04-22
カエル畑DEつかまえて☆彡,2010-04-28
ラブルートゼロ kisskisss☆ラビリンス,2010-04-28
ef - a fairy tale of the two.,2010-04-29
LucianBee's -EVIL VIOLET-,2010-05-20
LucianBee's -JUSTICE YELLOW-,2010-05-20
ワールドサッカー ウイニングイレブン2010蒼き侍の挑戦,2010-05-20
ぱちんこ必殺仕事人III 祭りバージョン パチってちょんまげ達人16,2010-05-27
スズノネセブン！ 〜Rebirth knot〜,2010-05-27
ストライクウィッチーズ -あなたとできること A Little Peaceful Days-,2010-05-27
デザート・キングダム,2010-05-27
ザ・キング・オブ・ファイターズ2002 アンリミテッドマッチ 闘劇ver.,2010-06-24
猛獣使いと王子様,2010-06-24
スカーレッドライダーゼクス,2010-07-01
花と乙女に祝福を〜春風の贈り物〜,2010-07-08
夏空のモノローグ,2010-07-29
Jリーグウイニングイレブン2010 クラブチャンピオンシップ,2010-08-05
真・マスターオブモンスターズ Final EX 〜無垢なる嘆き、天冥の災禍〜,2010-08-19
薄桜鬼 黎明録,2010-10-28
裏切りは僕の名前を知っている -黄昏に堕ちた祈り-,2010-10-28
神曲奏界ポリフォニカ アフタースクール,2010-11-11
ワールドサッカー ウイニングイレブン 2011,2010-11-18
CLOCK ZERO 〜終焉の一秒〜,2010-11-25
PANDORA 〜君の名前を僕は知る〜,2010-11-25
スロッターUPコア12 ピンポン,2010-12-02
戦極姫2・嵐〜百華、戦乱辰風の如く〜,2010-12-02
アーメン・ノワール,2010-12-09
クリムゾン・エンパイア,2010-12-16
カエル畑DEつかまえて・夏 千木良参戦！,2010-12-28
猛獣使いと王子様 〜Snow Bride〜,2011-02-24
エビコレ+ アマガミ,2011-03-31
三国恋戦記〜オトメの兵法!〜,2011-06-16
スカーレッドライダーゼクス-STARDUST LOVERS-,2011-06-23
ワールドサッカー ウイニングイレブン 2012,2011-11-03
真・恋姫†夢想 〜乙女繚乱☆三国志演義〜,2011-11-10
ファイナルファンタジーXI アドゥリンの魔境,2013-03-27
