発売日,メーカー,タイトル,⭐クロスレビュー(評価),価格帯,ジャンル,シリーズ,ID,売り上げ本数(万本),ジャンル(詳細),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー
2016-01-21,カプコン,バイオハザード0 HDリマスター,-,-,-,バイオハザード,aad/91,0,-,,,,,,,
2016-01-21,セガゲームス,龍が如く 極,34,-,AADV,-,aad/90,0,アクションアドベンチャー,,,,,,,
2016-01-28,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.8,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,otr/53,0,-,,,,,,,
2016-01-28,スクウェア・エニックス,ドラゴンクエストビルダーズ アレフガルドを復活せよ,36,-,RPG,-,rpg/135,0,ブロックメイクRPG,,,,,,,
2016-01-28,コーエーテクモゲームス,三國志13,36,-,SLG,三國志,slg/59,0,歴史シミュレーション,,,,,,,
2016-01-28,イエティ,恋姫†演武,-,-,-,-,cbt/60,0,-,,,,,,,
2016-02-18,コーエーテクモゲームス,進撃の巨人,-,-,-,-,act/157,0,-,,,,,,,
2016-02-25,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.9,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,otr/54,0,-,,,,,,,
2016-02-25,バンダイナムコエンターテインメント,仮面ライダー バトライド・ウォー 創生,-,-,-,-,act/156,0,-,,,,,,,
2016-03-24,コーエーテクモゲームス,信長の野望・創造 戦国立志伝,35,-,SLG,-,slg/61,0,歴史シミュレーション,,,,,,,
2016-03-31,5pb.,この大空に、翼をひろげて CRUISE SIGN,32,-,ADV,-,adv/63,0,恋愛アドベンチャー,,,,,,,
2016-03-31,コーエーテクモゲームス,ウイニングポスト8 2016,32,-,SLG,ウイニングポスト,slg/62,0,競馬シミュレーション,,,,,,,
2016-04-21,コナミデジタルエンタテインメント,UEFA EURO 2016 / ウイニングイレブン 2016,-,-,-,UEFA EURO,spo/111,0,-,,,,,,,
2016-04-28,ワーナー ブラザース ジャパン,LEGO マーベル アベンジャーズ（英語版）,33,-,AADV,-,aad/93,0,アクションアドベンチャー,,,,,,,
2016-04-28,スクウェア・エニックス,スターオーシャン5 Integrity and Faithlessness,-,-,-,スターオーシャン,rpg/136,0,-,,,,,,,
2016-04-28,コナミデジタルエンタテインメント,実況パワフルプロ野球2016,37,-,SPT,実況パワフルプロ野球,spo/110,0,野球・育成,,,,,,,
2016-05-26,アークシステムワークス,GUILTY GEAR Xrd -REVELATOR-,-,-,-,GUILTY GEAR,0,0,-,,,,,,,
2016-05-27,スクウェア・エニックス,ドラゴンクエストヒーローズII 双子の王と予言の終わり,39,-,ARPG,-,rpg/137,0,アクションRPG,,,,,,,
2016-06-30,スクウェア・エニックス,ウォーキング・デッド シーズン2,33,-,ADV,ウォーキング・デッド シーズン,aad/94,0,シネマティックホラーADV,,,,,,,
2016-06-30,バンダイナムコエンターテインメント,スーパーロボット大戦OG ムーン・デュエラーズ,33,-,SRPG,-,rpg/138,0,シミュレーションRPG,,,,,,,
2016-07-07,日本一ソフトウェア,真 流行り神2,32,-,ADV,真 流行り神,adv/72,0,ホラーアドベンチャー,,,,,,,
2016-07-21,システムソフト・アルファー,現代大戦略2016 〜秩序の崩壊・覇権国家失墜〜,-,-,-,現代大戦略,slg/60,0,-,,,,,,,
2016-07-28,コーエーテクモゲームス,討鬼伝2,36,-,ACT,討鬼伝,act/158,0,ハンティングアクション,,,,,,,
2016-08-03,コーエーテクモゲームス,真・三國無双 英傑伝,33,-,SRPG,-,rpg/141,0,シミュレーションRPG,,,,,,,
2016-08-18,バンダイナムコエンターテインメント,テイルズ オブ ベルセリア,35,-,RPG,-,rpg/140,0,RPG,,,,,,,
2016-08-25,カプコン,戦国BASARA 真田幸村伝,33,-,ACT,-,act/159,0,スタイリッシュ英雄アクション,,,,,,,
2016-09-15,コナミデジタルエンタテインメント,ウイニングイレブン 2017,37,-,SPT,ウイニングイレブン,spo/113,0,サッカー,,,,,,,
2016-09-15,アトラス,ペルソナ5,39,-,RPG,ペルソナ,rpg/139,0,ジュブナイル学園RPG,,,,,,,
2016-09-21,アクアプラス,うたわれるもの 二人の白皇,34,-,ADV,-,rpg/142,0,AVG＋S・RPG,,,,,,,
2016-09-29,エレクトロニック・アーツ,FIFA 17,36,-,SPT,FIFA,spo/112,0,サッカー,,,,,,,
2016-10-06,アークシステムワークス,BLAZBLUE CENTRALFICTION,-,-,-,-,0,0,-,,,,,,,
2016-10-13,ワーナー ブラザース ジャパン,LEGO スター・ウォーズ/フォースの覚醒,34,-,AADV,-,aad/95,0,アクションアドベンチャー,,,,,,,
2016-10-20,テイクツー・インタラクティブ・ジャパン,NBA 2K17,34,-,SPT,NBA,spo/114,0,バスケットボール,,,,,,,
2016-11-23,コーエーテクモゲームス,戦国無双 〜真田丸〜,35,-,ACT,-,act/160,0,タクティカルアクション,,,,,,,
2016-12-15,バーグサラ・ライトウェイト,アドベンチャー・タイム ネームレス王国の3人のプリンセス,-,-,-,アドベンチャー・タイム ネームレス王国の,aad/96,0,-,,,,,,,
2017-02-16,コーエーテクモゲームス,三國志13 with パワーアップキット,35,-,SLG,三國志,slg/63,0,歴史シミュレーション,,,,,,,
2017-03-02,コーエーテクモゲームス,ウイニングポスト8 2017,32,-,SLG,ウイニングポスト,slg/64,0,競馬シミュレーション,,,,,,,
2017-09-14,コナミデジタルエンタテインメント,ウイニングイレブン 2018,35,-,SPT,ウイニングイレブン,0,0,サッカー,,,,,,,
2017-09-19,テイクツー・インタラクティブ・ジャパン,NBA 2K18,-,-,-,NBA,0,0,-,,,,,,,
2017-09-29,エレクトロニック・アーツ,FIFA 18,-,-,-,FIFA,0,0,-,,,,,,,
2018-09-28,エレクトロニック・アーツ,FIFA 19,-,-,-,FIFA,0,0,-,,,,,,,
