発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,プラットフォーム
2015-12-22,アークシステムワークス,脱出アドベンチャー 神降しの占い盤,2,,その他,アークシステムワークス,0,1,その他
2015-12-23,セガゲームス,セガ3D復刻アーカイブス2 Sega 3D Classics Collection,2,YES,その他,セガゲームス,0,1,その他
2015-12-24,ロケットカンパニー,メダロット9 カブトVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2015-12-24,ロケットカンパニー,メダロット9 クワガタVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2016-01-06,任天堂,ハコボーイ! もうひとハコ BoxBoxBoy!,2,,その他,任天堂,0,1,その他
2016-01-13,スターサイン,エイリアンパニック!,2,,その他,スターサイン,0,1,その他
2016-01-13,ケムコ,聖戦クロニクル Justice Chronicles,2,,その他,ケムコ,0,1,その他
2016-01-14,フリュー,カードファイト!! ヴァンガードG ストライド トゥ ビクトリー!!,2,YES,その他,フリュー,0,1,その他
2016-01-20,スターサイン Circle Entertainment,お城クラッシュ Castle Conqueror Defender,2,,その他,スターサイン Circle Entertainment,0,1,その他
2016-01-20,ポイソフト,学友運命共同体,2,,その他,ポイソフト,0,1,その他
2016-01-21,コーエーテクモゲームス Nintendo,ゼルダ無双 ハイラルオールスターズ Hyrule Warriors Legends,2,YES,その他,コーエーテクモゲームス Nintendo,0,1,その他
2016-01-27,甲南電機製作所,ナゾのミニゲーム ちょいがえ,2,,その他,甲南電機製作所,0,1,その他
2016-01-28,任天堂,ミニマリオ & フレンズ amiiboチャレンジ,2,,その他,任天堂,0,1,その他
2016-02-03,ポケモン Nintendo,名探偵ピカチュウ 〜新コンビ誕生〜 Detective Pikachu,2,,その他,ポケモン Nintendo,0,1,その他
2016-02-10,スターサイン Wobbly Tooth,BATTLEMINER,2,,その他,スターサイン Wobbly Tooth,0,1,その他
2016-02-10,メビウス,きせかえ人形 アトリエ デコ ラ ドール コレクション,2,,その他,メビウス,0,1,その他
2016-02-10,ライドオンジャパン CIRCLE Entertainment,不思議の国のラビリンス Adventure Labyrinth Story,2,,その他,ライドオンジャパン CIRCLE Entertainment,0,1,その他
2016-02-10,アトラス 欧州: Deep Silver,真・女神転生IV FINAL Shin Megami Tensei IV: Apocalypse,2,YES,その他,アトラス 欧州: Deep Silver,0,1,その他
2016-02-17,メディア・ファイブ,マル合格! 基本情報技術者試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-02-17,フライハイワークス,魔女と勇者II Witch & Hero 2,2,,その他,フライハイワークス,0,1,その他
2016-02-18,任天堂,マリオ&ソニック AT リオオリンピック,2,YES,その他,任天堂,0,1,その他
2016-02-24,アークシステムワークス Atlus,シチズンズ オブ アース 戦え!副大統領と40人の市民達!h（英語版） Citizens of Eart,2,,その他,アークシステムワークス Atlus,0,1,その他
2016-02-24,スパイシーソフト,超チャリ走 あつめて! 超獣ハンター,2,,その他,スパイシーソフト,0,1,その他
2016-02-25,カプコン,ロックマン クラシックス コレクション Mega Man Legacy Collection,2,YES,その他,カプコン,0,1,その他
2016-03-02,レイニーフロッグ,Musicverse バーチャル キーボード,2,,その他,レイニーフロッグ,0,1,その他
2016-03-02,バンダイナムコエンターテインメント,みつけて!おじぽっくる+（プラス）,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2016-03-02,メディア・ファイブ,マル合格! 応用情報技術者試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-03-02,メディア・ファイブ,マル合格! 行政書士試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-03-02,ケムコ,無限のデュナミス Infinite Dunamis,2,,その他,ケムコ,0,1,その他
2016-03-03,フリュー,ドラえもん 新・のび太の日本誕生,2,YES,その他,フリュー,0,1,その他
2016-03-03,バンダイナムコエンターテインメント,ハイキュー!! Cross team match!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-03-09,スターサイン,ビンゴde脳とれ ビンとれ,2,,その他,スターサイン,0,1,その他
2016-03-09,インテンス,脱出ファンタジー アリス・イン・エスケープランド,2,,その他,インテンス,0,1,その他
2016-03-10,ロケットカンパニー,メダロット ガールズミッション カブトVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2016-03-10,ロケットカンパニー,メダロット ガールズミッション クワガタVer.,2,YES,その他,ロケットカンパニー,0,1,その他
2016-03-23,レイニーフロッグ 北米: Two Tribes 欧州: Polarbit,TOKI TORI 3D,2,,その他,レイニーフロッグ 北米: Two Tribes 欧州: Polarbit,0,1,その他
2016-03-23,バーグサラ・ライトウェイト 北米: Majesco Entertainment 欧州: PQube,ハローキティのキラキラわくわくレース Hello Kitty and Sanrio Friends 3D Racing,2,,その他,バーグサラ・ライトウェイト 北米: Majesco Entertainment 欧州: PQube,0,1,その他
2016-03-24,スクウェア・エニックス,ドラゴンクエストモンスターズ ジョーカー3,2,YES,その他,スクウェア・エニックス,0,1,その他
2016-03-24,バンダイナムコエンターテインメント,暗殺教室 アサシン育成計画!!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-03-30,賈船 EnjoyUp Games,RV-7 マイ・ドローン,2,,その他,賈船 EnjoyUp Games,0,1,その他
2016-04-02,レベルファイブ,妖怪三国志,2,YES,その他,レベルファイブ,0,1,その他
2016-04-06,ディースリー・パブリッシャー,@SIMPLE DLシリーズ Vol.40 THE 密室からの脱出 〜大不自然キャンプ場編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2016-04-06,賈船 Wobbly Tooth,マジックハンマー,2,,その他,賈船 Wobbly Tooth,0,1,その他
2016-04-06,メディア・ファイブ,マル合格! 宅建士試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-04-07,ディースリー・パブリッシャー,SIMPLEシリーズ for ニンテンドー3DS Vol.2 THE 密室からの脱出 アーカイブス1,2,YES,その他,ディースリー・パブリッシャー,0,1,その他
2016-04-07,ディースリー・パブリッシャー,SIMPLEシリーズ for ニンテンドー3DS Vol.3 THE 密室からの脱出 アーカイブス2,2,YES,その他,ディースリー・パブリッシャー,0,1,その他
2016-04-07,任天堂,ディズニーアートアカデミー,2,YES,その他,任天堂,0,1,その他
2016-04-07,ロケットカンパニー,ポムポムプリン コロコロ大冒険,2,YES,その他,ロケットカンパニー,0,1,その他
2016-04-13,PUMO,Ninja Smasher!,2,,その他,PUMO,0,1,その他
2016-04-13,フライハイワークス Circle Entertainment,ポラーラ -Polara-,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-04-20,レイニーフロッグ Engine Software,ツナガレ・ナンバーズ Sumico,2,,その他,レイニーフロッグ Engine Software,0,1,その他
2016-04-20,賈船 EnjoyUp Games,ファンタジーパイレーツ,2,,その他,賈船 EnjoyUp Games,0,1,その他
2016-04-20,バンダイナムコエンターテインメント,棒人間チャレンジ!,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2016-04-21,スパイク・チュンソフト 505 Games,テラリア,2,YES,その他,スパイク・チュンソフト 505 Games,0,1,その他
2016-04-21,クロン,雷子 -紺碧の章-,2,YES,その他,クロン,0,1,その他
2016-04-27,ジュピター,ピクロスe7,2,,その他,ジュピター,0,1,その他
2016-04-27,メディア・ファイブ,マル合格! ケアマネジャー試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-04-27,アークシステムワークス,電車運転指令! 東海道編,2,,その他,アークシステムワークス,0,1,その他
2016-04-28,ワーナー ブラザース ジャパン,LEGO マーベル アベンジャーズ（英語版） Lego Marvel Avengers,2,YES,その他,ワーナー ブラザース ジャパン,0,1,その他
2016-04-28,任天堂,星のカービィ ロボボプラネット Kirby: Planet Robobot,2,YES,その他,任天堂,0,1,その他
2016-05-11,アークシステムワークス Aksys Games,-CHASE- 未解決事件捜査課 〜遠い記憶〜 Chase: Cold Case Investigations - Distant Memories,2,,その他,アークシステムワークス Aksys Games,0,1,その他
2016-05-19,バンダイナムコエンターテインメント,僕のヒーローアカデミア バトル・フォー・オール,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-05-25,Collavier,不思議な点つなぎ3D メルヘン編 Mysterious Stars 3D: A Fairy Tale,2,,その他,Collavier,0,1,その他
2016-06-01,ヒットポイント,Henri-アンリ-,2,,その他,ヒットポイント,0,1,その他
2016-06-01,スターサイン,デンジャーロード,2,,その他,スターサイン,0,1,その他
2016-06-01,ケムコ,巡界のクレイシア Journey to Kreisia,2,,その他,ケムコ,0,1,その他
2016-06-08,シルバースタージャパン CIRCLE Entertainment,タッチバトル戦車3D-4 ダブルコマンダー Touch Battle Tank: Tag Combat,2,,その他,シルバースタージャパン CIRCLE Entertainment,0,1,その他
2016-06-09,カプコン,逆転裁判6 Ambition of the Slimes,2,YES,その他,カプコン,0,1,その他
2016-06-15,フライハイワークス Circle Entertainment,スライムの野望 Ambition of the Slimes,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-06-16,バンダイナムコエンターテインメント,太鼓の達人 ドコドン!ミステリーアドベンチャー,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-06-16,スターフィッシュ・エスディ,高円寺女子サッカー3 〜恋するイレブン いつかはヘブン〜,2,YES,その他,スターフィッシュ・エスディ,0,1,その他
2016-06-23,マーベラス 北米: Xseed Games 欧州: Nintendo,牧場物語 3つの里の大切な友だち Story of Seasons: Trio of Towns,2,YES,その他,マーベラス 北米: Xseed Games 欧州: Nintendo,0,1,その他
2016-06-29,レイニーフロッグ,ドットペイント,2,,その他,レイニーフロッグ,0,1,その他
2016-06-29,アムジー,バトル オブ エレメンタル REBOOST,2,,その他,アムジー,0,1,その他
2016-06-30,スパイク・チュンソフト Aksys Games,ZERO ESCAPE 刻のジレンマ Zero Escape: Zero Time Dilemma,2,YES,その他,スパイク・チュンソフト Aksys Games,0,1,その他
2016-06-30,任天堂 Yacht Club Games,ショベルナイト,2,YES,その他,任天堂 Yacht Club Games,0,1,その他
2016-07-06,コナミデジタルエンタテインメント,遊☆戯☆王デュエルモンスターズ 最強カードバトル!,2,,その他,コナミデジタルエンタテインメント,0,1,その他
2016-07-07,任天堂 NIS America,カルドセプト リボルト,2,YES,その他,任天堂 NIS America,0,1,その他
2016-07-13,フライハイワークス Circle Entertainment,フェアルーン2,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-07-16,レベルファイブ Nintendo,妖怪ウォッチ3 スシ,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2016-07-16,レベルファイブ Nintendo,妖怪ウォッチ3 テンプラ,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2016-07-20,ユニティ・ゲームズ・ジャパン,ひよこまみれ,2,,その他,ユニティ・ゲームズ・ジャパン,0,1,その他
2016-07-20,バンダイナムコエンターテインメント,アイカツスターズ! ファーストアピール,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2016-07-21,日本コロムビア,すみっコぐらし むらをつくるんです,2,YES,その他,日本コロムビア,0,1,その他
2016-07-22,任天堂,メトロイドプライム ブラストボール,2,,その他,任天堂,0,1,その他
2016-07-27,賈船 Choice Provisions,Shift DX,2,,その他,賈船 Choice Provisions,0,1,その他
2016-07-27,レイニーフロッグ CoderChild,スーパーアスリート棒人間 Stickman Super Athletics,2,,その他,レイニーフロッグ CoderChild,0,1,その他
2016-07-27,甲南電機製作所 Rainy Frog,ミニスポ魂Mini Sports Collection,2,,その他,甲南電機製作所 Rainy Frog,0,1,その他
2016-07-27,フリュー,［カタルヒト］ WORLD END ECONOMiCA Episode.1（Spicy Tails）,2,,その他,フリュー,0,1,その他
2016-07-27,フリュー,［カタルヒト］ ファタモルガーナの館（Novectacle）,2,,その他,フリュー,0,1,その他
2016-07-27,フリュー,［カタルヒト］ 彼岸花の咲く夜に 第一夜（07th Expansion）,2,,その他,フリュー,0,1,その他
2016-07-28,ガンホー・オンライン・エンターテイメント,パズドラクロス 神の章,2,YES,その他,ガンホー・オンライン・エンターテイメント,0,1,その他
2016-07-28,ガンホー・オンライン・エンターテイメント,パズドラクロス 龍の章,2,YES,その他,ガンホー・オンライン・エンターテイメント,0,1,その他
2016-07-28,ソニックパワード,鉄道にっぽん!路線たび きかんしゃトーマス編 大井川鐵道を走ろう!Japanese Rail Sim 3D: Travel of Steam,2,YES,その他,ソニックパワード,0,1,その他
2016-08-03,セガゲームス,3D ぷよぷよ通,2,,その他,セガゲームス,0,1,その他
2016-08-03,スターサイン Neopica,ようこそ!ペットホテル Pet Inn 3D,2,,その他,スターサイン Neopica,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのQ Kutar Quiz,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのエンドロール Kutar End Credits,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのコンサートスタッフ Kutar Concert Staff,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのチューブライダー Kutar Tube Rider,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのナワトビ Kutar Jump Rope,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターのリフト Kutar Ski Lift,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターの取り放題 Kutar Apple,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターの地下バーガー工場 Kutar Burger Factory,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターの粉 Kutar Powder Factory,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-03,フライハイワークス Circle Entertainment,クターの魔球 Kutar Magic Ball,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-08-04,ハピネット,12歳。 〜恋するDiary〜,2,YES,その他,ハピネット,0,1,その他
2016-08-04,バンダイナムコエンターテインメント,ドラゴンボールフュージョンズ,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-08-04,アトラス 欧州: Deep Silver,世界樹の迷宮V 長き神話の果て Etrian Odyssey V: Beyond the Myth,2,YES,その他,アトラス 欧州: Deep Silver,0,1,その他
2016-08-17,メディア・ファイブ,マル合格! 社会福祉士試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-08-25,任天堂,メトロイドプライム フェデレーションフォース,2,YES,その他,任天堂,0,1,その他
2016-08-25,インティ・クリエイツ,蒼き雷霆 ガンヴォルト ストライカーパック,2,YES,その他,インティ・クリエイツ,0,1,その他
2016-08-25,インティ・クリエイツ,蒼き雷霆 ガンヴォルト 爪 Azure Striker Gunvolt 2,2,,その他,インティ・クリエイツ,0,1,その他
2016-08-31,リメディア,EYERESH for ニンテンドー3DS 眼のストレッチ&トレーニング,2,,その他,リメディア,0,1,その他
2016-08-31,ポイソフト,ニャニャントモリ,2,,その他,ポイソフト,0,1,その他
2016-09-02,アークシステムワークス Circle Entertainment,サバクのネズミ団! Of Mice and Sand,2,,その他,アークシステムワークス Circle Entertainment,0,1,その他
2016-09-02,フライハイワークス Circle Entertainment,ドランシア・サーガ Drancia Saga,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2016-09-07,Collavier,不思議な点つなぎ3D アイドル編 Mysterious Stars 3D: Road to Idol,2,,その他,Collavier,0,1,その他
2016-09-07,バンダイナムコエンターテインメント,動物戦隊ジュウオウジャー バトルキューブパズル,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2016-09-14,バンダイナムコエンターテインメント,ヘボット! ヘボヘボ!ヘボットーナメント!,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2016-09-15,バンダイナムコエンターテインメント,超・戦闘中 究極の忍とバトルプレイヤー頂上決戦!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-09-21,バンダイナムコエンターテインメント,ONE PIECE 大海賊闘技場,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-09-28,想,お絵かきを飼うソフト CahiEr 飼い絵 水そうバージョン,2,,その他,想,0,1,その他
2016-09-28,ガンホー・オンライン・エンターテイメント,対戦パズドラクロス,2,,その他,ガンホー・オンライン・エンターテイメント,0,1,その他
2016-09-28,アークシステムワークス,脱出アドベンチャー 第七の予言,2,,その他,アークシステムワークス,0,1,その他
2016-09-28,フリュー,［カタルヒト］ WORLD END ECONOMiCA Episode.2（Spicy Tails）,2,,その他,フリュー,0,1,その他
2016-10-05,アークシステムワークス Big John Games,トレインクリエイター3D Lionel City Builder 3D: Rise of the Rails,2,,その他,アークシステムワークス Big John Games,0,1,その他
2016-10-05,インターグロー WayForward Technologies,マイティースイッチフォース! 2,2,,その他,インターグロー WayForward Technologies,0,1,その他
2016-10-05,ライドオンジャパン Circle Entertainment,マーセナリーズサーガ3 Mercenaries Saga 3: Gray Wolves of War,2,,その他,ライドオンジャパン Circle Entertainment,0,1,その他
2016-10-06,日本コロムビア,こびとゲーム大全,2,YES,その他,日本コロムビア,0,1,その他
2016-10-08,カプコン Nintendo,モンスターハンター ストーリーズ,2,YES,その他,カプコン Nintendo,0,1,その他
2016-10-12,ピッキー Nicalis,VVVVVV,2,,その他,ピッキー Nicalis,0,1,その他
2016-10-13,ワーナー ブラザース ジャパン,レゴ スター・ウォーズ/フォースの覚醒 Lego Star Wars: The Force Awakens,2,YES,その他,ワーナー ブラザース ジャパン,0,1,その他
2016-10-19,ケムコ,こんな僕が救う世界 Unlucky Mage,2,,その他,ケムコ,0,1,その他
2016-10-20,任天堂,マリオパーティ スターラッシュ,2,YES,その他,任天堂,0,1,その他
2016-10-26,オレンジ,こねこのいえ 桐島家と三匹の子ネコ,2,,その他,オレンジ,0,1,その他
2016-10-26,Collavier,動かそう! ちびキャラ工房,2,,その他,Collavier,0,1,その他
2016-10-27,フリュー,カミワザ・ワンダ キラキラ一番街危機一髪!,2,YES,その他,フリュー,0,1,その他
2016-10-27,セガゲームス,ソニックトゥーン ファイアー&アイス Sonic Boom: Fire & Ice,2,YES,その他,セガゲームス,0,1,その他
2016-10-27,アークシステムワークス Natsume,ダウンタウン熱血物語SP River City: Rival Showdown,2,YES,その他,アークシステムワークス Natsume,0,1,その他
2016-11-02,セガゲームス,3D パワードリフト,2,,その他,セガゲームス,0,1,その他
2016-11-02,メディア・ファイブ,マル合格! 介護福祉士試験 平成28年度版,2,,その他,メディア・ファイブ,0,1,その他
2016-11-09,アークシステムワークス,シェフィ -Shephy-,2,,その他,アークシステムワークス,0,1,その他
2016-11-10,日本コロムビア,ピカピカナース物語 小児科はいつも大騒ぎ,2,YES,その他,日本コロムビア,0,1,その他
2016-11-10,タカラトミーアーツ,プリパラ めざめよ!女神のドレスデザイン,2,YES,その他,タカラトミーアーツ,0,1,その他
2016-11-10,フリュー,ベイブレードバースト,2,YES,その他,フリュー,0,1,その他
2016-11-10,フリュー,リルリルフェアリル キラキラ☆はじめてのフェアリルマジック♪,2,YES,その他,フリュー,0,1,その他
2016-11-10,バンダイナムコエンターテインメント,斉木楠雄のΨ難 史上Ψ大のΨ難!?,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-11-16,角川ゲームス,RPGツクール フェス プレイヤー,2,,その他,角川ゲームス,0,1,その他
2016-11-16,賈船 EnjoyUp Games,SSSNAKES,2,,その他,賈船 EnjoyUp Games,0,1,その他
2016-11-16,コンパイル○,にょきにょき たびだち編,2,,その他,コンパイル○,0,1,その他
2016-11-16,フライハイワークス Upfall Studios,クエストオブダンジョンズ,2,,その他,フライハイワークス Upfall Studios,0,1,その他
2016-11-16,メビウス,燃えろ!!プロ野球2016,2,,その他,メビウス,0,1,その他
2016-11-18,ポケモン Nintendo,ポケットモンスター サン Pokémon Sun,2,YES,その他,ポケモン Nintendo,0,1,その他
2016-11-18,ポケモン Nintendo,ポケットモンスター ムーン Pokémon Moon,2,YES,その他,ポケモン Nintendo,0,1,その他
2016-11-22,ワーナー ブラザース ジャパン,レゴ ニンジャゴー ニンドロイド,2,YES,その他,ワーナー ブラザース ジャパン,0,1,その他
2016-11-23,任天堂,とびだせ どうぶつの森 amiibo+ Animal Crossing: New Leaf – Welcome amiibo,2,YES,その他,任天堂,0,1,その他
2016-11-23,小学館,百ますドラ算 のび太のタイムバトル,2,YES,その他,小学館,0,1,その他
2016-11-24,角川ゲームス NIS America,RPGツクール フェス RPG Maker Fes,2,YES,その他,角川ゲームス NIS America,0,1,その他
2016-11-24,バンダイナムコエンターテインメント,アイカツスターズ! Myスペシャルアピール,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-11-24,ソニックパワード,鉄道にっぽん!路線たび 会津鉄道編,2,YES,その他,ソニックパワード,0,1,その他
2016-11-30,ピッキー Nicalis,いかちゃん,2,,その他,ピッキー Nicalis,0,1,その他
2016-11-30,甲南電機製作所,おでかけタコりん ちょいがえ,2,,その他,甲南電機製作所,0,1,その他
2016-11-30,フライハイワークス Mastiff（英語版）,ぐるみん3D Gurumin 3D: A Monstrous Adventure,2,,その他,フライハイワークス Mastiff（英語版）,0,1,その他
2016-11-30,INSIDE SYSTEM,ブレイブダンジョン,2,,その他,INSIDE SYSTEM,0,1,その他
2016-11-30,レイニーフロッグ Lightwood Games,レッツ!スプラト!間違い探し Splat the Difference,2,,その他,レイニーフロッグ Lightwood Games,0,1,その他
2016-11-30,Collavier,新みんなの塗り絵 Hello Kitty,2,,その他,Collavier,0,1,その他
2016-11-30,フリュー,［カタルヒト] NOeSIS 嘘を吐いた記憶の物語（Classic Chocolat / SpiritWorks）,2,,その他,フリュー,0,1,その他
2016-11-30,フリュー,［カタルヒト］ WORLD END ECONOMiCA Episode.3（Spicy Tails）,2,,その他,フリュー,0,1,その他
2016-12-01,スタジオアートディンク,A列車で行こう3D NEO,2,YES,その他,スタジオアートディンク,0,1,その他
2016-12-01,バンダイナムコエンターテインメント,オール仮面ライダー ライダーレボリューション,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-12-01,任天堂,スーパーマリオメーカー for ニンテンドー3DS,2,YES,その他,任天堂,0,1,その他
2016-12-01,バンダイナムコエンターテインメント,デジモンユニバース アプリモンスターズ,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-12-07,Collavier,新みんなの塗り絵 Little Twin Stars,2,,その他,Collavier,0,1,その他
2016-12-07,Collavier,新みんなの塗り絵 マイメロディ,2,,その他,Collavier,0,1,その他
2016-12-07,カルチャーブレーンエクセル,超人ベースボールスタジアム エキサイティングアクション版,2,,その他,カルチャーブレーンエクセル,0,1,その他
2016-12-08,任天堂,Miitopia,2,YES,その他,任天堂,0,1,その他
2016-12-08,アークシステムワークス,くにおくん熱血コンプリート ファミコン編,2,YES,その他,アークシステムワークス,0,1,その他
2016-12-08,イマジニア,ぐでたま おかわりいかがっすかー,2,YES,その他,イマジニア,0,1,その他
2016-12-08,セガゲームス,ぷよぷよクロニクル,2,YES,その他,セガゲームス,0,1,その他
2016-12-08,カプコン,めがみめぐり,2,,その他,カプコン,0,1,その他
2016-12-14,ジョイフルテーブル Rising Star Games,エルミナージュ Original 〜闇の巫女と神々の指輪〜 Elminage Original,2,,その他,ジョイフルテーブル Rising Star Games,0,1,その他
2016-12-14,トイディア,ドラゴンファング 〜竜者ドランと時の迷宮〜,2,,その他,トイディア,0,1,その他
2016-12-14,Collavier,新みんなの塗り絵 シナモロール,2,,その他,Collavier,0,1,その他
2016-12-15,バーグサラ・ライトウェイト Little Orbit,アドベンチャー・タイム ネームレス王国の3人のプリンセス Adventure Time: The Secret of the Nameless Kingdom,2,YES,その他,バーグサラ・ライトウェイト Little Orbit,0,1,その他
2016-12-15,レベルファイブ Nintendo,妖怪ウォッチ3 スキヤキ Yo-kai Watch 3,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2016-12-15,コナミデジタルエンタテインメント,実況パワフルプロ野球 ヒーローズ,2,YES,その他,コナミデジタルエンタテインメント,0,1,その他
2016-12-21,任天堂,Tank Troopers,2,,その他,任天堂,0,1,その他
2016-12-21,ケムコ,レグナタクティカ,2,,その他,ケムコ,0,1,その他
2016-12-22,バンダイナムコエンターテインメント,おそ松さん 松まつり!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2016-12-22,セガゲームス,セガ3D復刻アーカイブス3 FINAL STAGE,2,YES,その他,セガゲームス,0,1,その他
2016-12-22,任天堂,桃太郎電鉄2017 たちあがれ日本!!,2,YES,その他,任天堂,0,1,その他
2016-12-28,フライハイワークス DrinkBox Studios（英語版）,SEVERED-セヴァード-,2,,その他,フライハイワークス DrinkBox Studios（英語版）,0,1,その他
2016-12-28,スターサイン Ratalaika Games（英語版）,お宝ディフェンダー 〜ファラオの秘宝〜 Defend Your Crypt,2,,その他,スターサイン Ratalaika Games（英語版）,0,1,その他
2016-12-28,シルバースタージャパン CIRCLE Entertainment,ドローンファイト,2,,その他,シルバースタージャパン CIRCLE Entertainment,0,1,その他
2017-01-11,Collavier,新みんなの塗り絵 ポムポムプリン,2,,その他,Collavier,0,1,その他
2017-01-11,アークシステムワークス,電車運転指令! 東京湾編,2,,その他,アークシステムワークス,0,1,その他
2017-01-18,メビウス Aksys Games,CREEPING TERROR（英語版）,2,,その他,メビウス Aksys Games,0,1,その他
2017-01-19,任天堂,ポチと! ヨッシー ウールワールド Poochy & Yoshi's Woolly World,2,YES,その他,任天堂,0,1,その他
2017-01-25,フリュー,ねむネコ パズルでも寝ています,2,,その他,フリュー,0,1,その他
2017-01-25,賈船 Chequered Cow Games,パワーディスクスラム,2,,その他,賈船 Chequered Cow Games,0,1,その他
2017-01-25,東映,仮面ライダーあつめ,2,,その他,東映,0,1,その他
2017-02-01,レイニーフロッグ Ratalaika Games,プランテラ ガーデンライフ Plantera,2,,その他,レイニーフロッグ Ratalaika Games,0,1,その他
2017-02-01,スターサイン,限界!山積みバトル,2,,その他,スターサイン,0,1,その他
2017-02-02,任天堂,さよなら! ハコボーイ! Bye-Bye BoxBoy!,2,,その他,任天堂,0,1,その他
2017-02-02,任天堂,ハコボーイ! ハコづめBOX,2,YES,その他,任天堂,0,1,その他
2017-02-09,スクウェア・エニックス,ドラゴンクエストモンスターズ ジョーカー3 プロフェッショナル,2,YES,その他,スクウェア・エニックス,0,1,その他
2017-02-15,フライハイワークス Circle Entertainment,スバラシティ,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2017-02-15,ケムコ,ドラゴンシンカー Dragon Sinker,2,,その他,ケムコ,0,1,その他
2017-02-22,レイニーフロッグ 13AM Games,かいぞくポップ Pirate Pop Plus,2,,その他,レイニーフロッグ 13AM Games,0,1,その他
2017-02-22,インテンス Circle Entertainment,超科学脱出 最果てのクロスアイズ（英語版） Parascientific Escape: Crossing at the Farthest Horizon,2,,その他,インテンス Circle Entertainment,0,1,その他
2017-03-01,オインクゲームズ,1000m ゾンビエスケープ!,2,,その他,オインクゲームズ,0,1,その他
2017-03-01,オレンジ,こねこのいえ2 ヒミツの箱から飛び出た夢,2,,その他,オレンジ,0,1,その他
2017-03-02,フリュー,ドラえもん のび太の南極カチコチ大冒険,2,YES,その他,フリュー,0,1,その他
2017-03-03,インティ・クリエイツ,ブラスターマスター ゼロ,2,,その他,インティ・クリエイツ,0,1,その他
2017-03-08,レイニーフロッグ Turtle Cream,6180 the moon,2,,その他,レイニーフロッグ Turtle Cream,0,1,その他
2017-03-15,フリュー,ベイブレードバースト ベイロガープラス&パズル,2,,その他,フリュー,0,1,その他
2017-03-15,フリュー,干物妹!うまるちゃん だらっとパズル,2,,その他,フリュー,0,1,その他
2017-03-16,日本コロムビア,まんが家デビュー物語 ステキなまんがをえがこう,2,YES,その他,日本コロムビア,0,1,その他
